id,screening_status,title,date,doi,topic,reason,screening_basis,abstract_source,zotero_keys,collections,pdf_attachment_keys,existing_wiki_page
S160,B1 第二批候选,Surface roughness affects metastable non-wetting behavior of silicate melts on thermal barrier coatings,2022,10.1007/s12598-021-01773-6,润湿控制,抛光改变APS YSZ粗糙度并比较三类灰熔体，补润湿/侵入区分；短期润湿不直接证明寿命。,标题+完整摘要,Zotero abstractNote,53HZI54F,scopus_1;scopus_2,,
S161,C 本轮暂不纳入,Sustainable avenue for biochar production using bamboo dust through a novel thermo-electrochemical process,2025,10.1016/j.ijhydene.2025.151794,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,4HFP4SEJ,scopus_2,,
S162,C 本轮暂不纳入,Systematic study on ash transformation behaviour and thermal kinetic characteristics during co-firing of biomass with high ratios of bituminous coal,2020,10.1016/j.renene.2019.09.103,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,ET5SMBW6,scopus_2,,
S163,B2 专题储备,"The accumulation of molten volcanic ash in jet engines; simulating the role of magma composition, ash particle size and thermal barrier coatings",2020,10.1016/j.jvolgeores.2019.106707,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。,标题+完整摘要,Zotero abstractNote,CWWP8QBD,scopus_1,,
S164,C 本轮暂不纳入,The behavior of inorganic material in biomass-fired power boilers: field and laboratory experiences,1998,10.1016/S0378-3820(97)00060-X,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,SMLIPHIN,scopus_2,,
S165,B2 专题储备,The degradation of thermal barrier coatings by molten deposits: introducing the concept of basicity,2016,10.1179/1878641315Y.0000000017,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。 与S029摘要高度相似，DOI不同；保留两个条目，需核研究重叠。,标题+完整摘要,Zotero abstractNote,5VWS5F88,scopus_1;scopus_2,,
S166,C 本轮暂不纳入,The effect of co-firing coal and woody biomass upon the slagging/deposition tendency in iron-ore pelletizing grate-kiln plants,03/2020,10.1016/j.fuproc.2019.106254,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,A4IKIZDW,scopus_2,,
S167,C 本轮暂不纳入,The effect of salt-phase composition on the rate of soda-ash roasting of chromite ores,2003,10.1007/s11663-003-0024-y,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,U5Q98PCB,scopus_2,,
S168,C 本轮暂不纳入,The formation mechanism of the vitrified slag in a plasma arc reactor for hazardous waste treatment,2007,,当前范围外,题名/摘要关注废物处理或金属回收，缺少本轮需要的涂层/陶瓷侵蚀对象。,标题+摘要节选（初筛）,Zotero abstractNote,SJ499XEC,scopus_2,,
S169,B2 专题储备,The impact of volcanic eruptions on aviation safety,2025,10.13745/j.esf.sf.2025.7.8,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+完整摘要,Zotero abstractNote,DKVGBA2H,scopus_1,,
S170,B2 专题储备,The microstructural investigation of vermiculite-infiltrated electron beam physical vapor deposition thermal barrier coatings,2018,10.1515/chem-2018-0097,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。,标题+摘要节选（初筛）,Zotero abstractNote,8AXWU6CC,scopus_1,,
S171,C 本轮暂不纳入,The migration and distribution of heavy metals in melting flue gas during the melting process of MSWI fly ash,2010,,当前范围外,题名/摘要关注废物处理或金属回收，缺少本轮需要的涂层/陶瓷侵蚀对象。,标题+摘要节选（初筛）,Zotero abstractNote,W4FTVHW3,scopus_2,,
S172,C 本轮暂不纳入,The migration and transformation mechanisms of heavy metals during molten salt cyclic thermal treatment of MSWI fly ash,2023,10.1016/j.cej.2023.144731,当前范围外,题名/摘要关注废物处理或金属回收，缺少本轮需要的涂层/陶瓷侵蚀对象。,标题+摘要节选（初筛）,Zotero abstractNote,QY5PEJ4W,scopus_2,,
S173,C 本轮暂不纳入,The role of coal components and modifications on direct carbon fuel cells,2025,10.1117/12.3067313,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,JP3G733V,scopus_2,,
S174,C 本轮暂不纳入,"Thermal analysis of reactions in soda–lime silicate glass batches containing melting accelerants: II, multicomponent systems",1993,10.1111/j.1151-2916.1993.tb03648.x,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,6FBA2WI7,scopus_2,,
S175,B2 专题储备,Thermal cycling behaviour of plasma sprayed lanthanum zirconate based coatings under concurrent infiltration by a molten glass concoction,2013,10.1016/j.ceramint.2012.07.084,微结构/损伤,与微结构或损伤有关；作为核心涂层验证文献的补充，具体试验与模型边界待全文核查。,标题+完整摘要,Zotero abstractNote,JA72FYYY,scopus_1,,
S176,C 本轮暂不纳入,Towards a comprehensive thermodynamic database for ash-forming elements in biomass and waste combustion - current situation and future developments,2013,10.1016/j.fuproc.2011.08.008,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,CHY8MRBY,scopus_2,,
S177,B2 专题储备,Turbomachinery blade thermomechanical interface science and sandphobic coatings research,2015,,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,EDE4YGWZ,scopus_1,,
S178,B2 专题储备,Ultrafast laser fabricated triple-scale micro/nano structured NdYbZr2O7 thermal barrier coatings with molten volcanic ash repellency,2025,10.1016/j.surfcoat.2025.132465,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,IGBFXNTQ,scopus_1,,
S179,B2 专题储备,Understanding the thermal barrier performance of plasma-sprayed rare-earth zirconate coating against volcanic ash ingestion,2022,10.1016/j.surfcoat.2022.128745,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,YHKVEGWQ,scopus_1,,
S180,A 优先全文核查,Viscosity of CaO-MgO-Al2O3-SiO2 (CMAS) melts: experimental measurements and comparison to model calculations,2022,10.1016/j.jnoncrysol.2022.121508,黏度实测,摘要明确报告不同Ca/Si及添加氧化物的实测黏度，并比较模型，补足独立物性证据；核查配方与温区。,标题+完整摘要,Zotero abstractNote,LZ7H6HGY,scopus_1;scopus_2,,
S181,C 本轮暂不纳入,Viscosity of molten CaO–K2O–SiO2 woody biomass ash slags in relation to structural characteristics from molecular dynamics simulation,2020,10.1016/j.ces.2019.115464,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,C9LPM3XC,scopus_2,,
S182,C 本轮暂不纳入,"Viscosity predictions of the slag composition of gasified coal, utilizing FactSage equilibrium modelling",2009,10.1016/j.fuel.2008.07.034,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,BJ6U2EMS,scopus_2,,
S183,C 本轮暂不纳入,Viscosity property and melt structure of CaO-MgO-SiO                         2                         -Al                         2                         O                         3                         -FeO slag system,2019,10.2355/isijinternational.ISIJINT-2018-479,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,8E74JV86,scopus_2,,
S184,B2 专题储备,"Volcanic ash-induced decomposition of EB-PVD Gd 2 Zr 2 O 7 thermal barrier coatings to Gd-oxyapatite, zircon, and Gd, Fe-zirconolite",2013,10.1111/jace.12251,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+完整摘要,Zotero abstractNote,8SDT3UXW,scopus_1,,
S185,B1 第二批候选,Water vapor and CMAS corrosion tests of Y2SiO5/Si thermal and environmental barrier coating,09/2022,10.1016/j.heliyon.2022.e10262,EBC应用背景,Y2SiO5/Si涂层分别进行水蒸气和CMAS试验，补实际EBC背景；摘要未证明两环境同时耦合。,标题+完整摘要,Zotero abstractNote,HHJ5IJBX,scopus_1,,
S186,B2 专题储备,YPO4: a promising environmental barrier coating candidate against corrosion of molten CMAS,2025,10.1016/j.jeurceramsoc.2025.117359,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,ETJ2T4GB,scopus_1;scopus_2,,
